Client Product Type,Client Attribute,Client Attribute Value,Comments,Expression,PT_a,AT_a,VA_a,PT_b,AT_b,VA_b,PT_c,AT_c,VA_c,PT_d,AT_d,VA_d,PT_e,AT_e,VA_e,PT_f,AT_f,VA_f,Rev_AT_a,Rev_VA_a,Rev_AT_b,Rev_VA_b,Rev_AT_c,Rev_VA_c,Rev_AT_d,Rev_VA_d
Footwear,Footwear Toe details,Wing Tip,Done,a and b and c,,ShoeDesignDetails,Wing_Tip,,FootwearType,Shoes,,ShoesType,Formal_Shoes,,,,,,,,,,ShoeDesignDetails,Wing_Tip,,,,,,
Footwear,Footwear Toe details,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Heel Height,Flat,Done,a,footwear,HeelHeight,flat,,,,,,,,,,,,,,,,HeelHeight,flat,,,,,,
Footwear,Heel Height,Low,Done,a,footwear,HeelHeight,low,,,,,,,,,,,,,,,,HeelHeight,low,,,,,,
Footwear,Heel Height,Medium,Done,a,footwear,HeelHeight,medium,,,,,,,,,,,,,,,,HeelHeight,medium,,,,,,
Footwear,Heel Height,High,Done,a,footwear,HeelHeight,high,,,,,,,,,,,,,,,,HeelHeight,high,,,,,,
Footwear,Heel Height,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Heel Type,Chunky,Done,a and (not b),footwear,HeelType,chunky,,HeelHeight,flat,,,,,,,,,,,,,HeelType,chunky,,,,,,
Footwear,Heel Type,Stiletto,Done,a and (not b) and (not c),footwear,HeelType,stiletto,,HeelHeight,flat,,FootwearType,Shoes,,,,,,,,,,HeelType,stiletto,,,,,,
Footwear,Heel Type,Wedges,Done,a and (not b) and (not c),footwear,HeelType,wedges,,HeelHeight,flat,,FootwearType,Shoes,,,,,,,,,,HeelType,wedges,,,,,,
Footwear,Heel Type,Cone,Done,a and (not b) and (not c),footwear,HeelType,cone,,HeelHeight,flat,,FootwearType,Shoes,,,,,,,,,,HeelType,cone,,,,,,
Footwear,Heel Type,Kitten,Done,a and (not b) and (not c),footwear,HeelType,kitten,,HeelHeight,flat,,FootwearType,Shoes,,,,,,,,,,HeelType,kitten,,,,,,
Footwear,Heel Type,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Toe Style,Pointed,Done,(a or (b and c)) and (d and e),footwear,FootwearType,"formal_shoes, loafers, athletic, sneakers, slip_ons, casual_shoes",,FootwearType,"boots, ballet_flats, mules, night_slippers, pumps",,ToeType,closed,,ToeStyle,pointed,,FootwearType,"boots, ballet_flats, slip_ons, formal_shoes, mules, night_slippers, pumps, loafers, casual_shoes",,,,ToeStyle,pointed,,,,,,
Footwear,Toe Style,Round,Done,(a or (b and c)) and (d and e) or f,footwear,FootwearType,"formal_shoes, loafers, athletic, sneakers, slip_ons, casual_shoes",,FootwearType,"boots, ballet_flats, mules, night_slippers, pumps",,ToeType,closed,,ToeStyle,round,,FootwearType,"boots, ballet_flats, slip_ons, formal_shoes, mules, night_slippers, pumps, loafers, casual_shoes",,FootwearType,"athletic, sneakers",ToeStyle,round,,,,,,
Footwear,Toe Style,Square,Done,(a or (b and c)) and (d and e),footwear,FootwearType,"formal_shoes, loafers, athletic, sneakers, slip_ons, casual_shoes",,FootwearType,"boots, ballet_flats, mules, night_slippers, pumps",,ToeType,closed,,ToeStyle,square,,FootwearType,"boots, ballet_flats, slip_ons, formal_shoes, mules, night_slippers, pumps, loafers, casual_shoes",,,,ToeStyle,square,,,,,,
Footwear,Toe Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Toe Type,Peep Toe,Done,a,,ToeType,peeptoe,,,,,,,,,,,,,,,,ToeType,peeptoe,,,,,,
Footwear,Toe Type,Closed Toe,Done,a,,ToeType,closed,,,,,,,,,,,,,,,,ToeType,closed,,,,,,
Footwear,Toe Type,Open Toe,Done,a,,ToeType,open,,,,,,,,,,,,,,,,ToeType,open,,,,,,
Footwear,Toe Type,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Boot Height,Ankle High,Done,a and b,footwear,BootsShaftStyle,Ankle_High,,FootwearType,Boots,,,,,,,,,,,,,BootsShaftStyle,Ankle_High,,,,,,
Footwear,Boot Height,Knee High,Done,a and b,footwear,BootsShaftStyle,Knee_High,,FootwearType,Boots,,,,,,,,,,,,,BootsShaftStyle,Knee_High,,,,,,
Footwear,Boot Height,Mid Calf,Done,a and b,footwear,BootsShaftStyle,Mid_Calf,,FootwearType,Boots,,,,,,,,,,,,,BootsShaftStyle,Mid_Calf,,,,,,
Footwear,Boot Height,Over The Knee,Done,a and b,footwear,BootsShaftStyle,Over_The_Knee,,FootwearType,Boots,,,,,,,,,,,,,BootsShaftStyle,Over_The_Knee,,,,,,
Footwear,Boot Height,Thigh High,Done,a and b,footwear,BootHeight,thigh_high,,FootwearType,Boots,,,,,,,,,,,,,BootHeight,thigh_high,,,,,,
Footwear,Boot Height,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Shoes Shaft Style,High Top,Done,a and b,,ShoesShaftStyle,High_Top,,FootwearType,Shoes,,,,,,,,,,,,,ShoesShaftStyle,High_Top,,,,,,
Footwear,Shoes Shaft Style,Low Top,Done,a and b,,ShoesShaftStyle,Low_Top,,FootwearType,Shoes,,,,,,,,,,,,,ShoesShaftStyle,Low_Top,,,,,,
Footwear,Shoes Shaft Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Closure,Buckle,Done,a,,FW_Closure,Buckle,,,,,,,,,,,,,,,,FW_Closure,buckle,,,,,,
Footwear,Closure,Lace,Done,a,,FW_Closure,Lace,,,,,,,,,,,,,,,,FW_Closure,lace,,,,,,
Footwear,Closure,Velcro,Done,a,,FW_Closure,Velcro,,,,,,,,,,,,,,,,FW_Closure,velcro,,,,,,
Footwear,Closure,Zipper,Done,a,,Is_ZipFW,Zipper,,,,,,,,,,,,,,,,FW_Closure,zipper,,,,,,
Footwear,Closure,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Sole Details,Lug Sole,Done,a and b,,FootwearType,"Boots,Shoes",,IsLugSole,Lug_Sole,,,,,,,,,,,,,,,,,,,,
Footwear,Sole Details,Rope Sole,Done,a and b,,IsRopesole,IsRopesole,,FootwearType,"Shoes,Sandals",,,,,,,,,,,,,FootwearDetails,rope_sole,,,,,,
Footwear,Sole Details,Others,Done,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Strap Style,Ankle Strap,,a and b,,FWStrapStyle,ankle_strap,,FootwearType,Sandals,,,,,,,,,,,,,,,,,,,,
Footwear,Strap Style,Gladiator,,a and b,,FWStrapStyle,gladiator,,FootwearType,Sandals,,,,,,,,,,,,,,,,,,,,
Footwear,Strap Style,Lace Up,,a and b,,FWStrapStyle,lace_up,,FootwearType,Sandals,,,,,,,,,,,,,,,,,,,,
Footwear,Strap Style,Mary Jane,,a and b,,FWStrapStyle,mary_jane,,FootwearType,Sandals,,,,,,,,,,,,,,,,,,,,
Footwear,Strap Style,Slider Strap,,a and b,,FWStrapStyle,slider_strap,,FootwearType,Sandals,,,,,,,,,,,,,,,,,,,,
Footwear,Strap Style,Slingback,,a and b,,FWStrapStyle,sling_back,,FootwearType,Sandals,,,,,,,,,,,,,,,,,,,,
Footwear,Strap Style,Thong Strap,,a and b,,FWStrapStyle,thong_strap,,FootwearType,Sandals,,,,,,,,,,,,,,,,,,,,
Footwear,Strap Style,T-Bar,,a and b,,IsTbar,t_bar,,FootwearType,Sandals,,,,,,,,,,,,,,,,,,,,
Footwear,Strap Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Strap Type,Crisscross Strap,,a and ((b and c) or (d and e)),,StrapType,crisscross_strap,,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,,,,,,,,
Footwear,Strap Type,Double Strap,,a and ((b and c) or (d and e)),,StrapType,double_strap,,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,,,,,,,,
Footwear,Strap Type,Multiple Strap,,a and ((b and c) or (d and e)),,StrapType,multiple_strap,,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,,,,,,,,
Footwear,Strap Type,Single Strap,,a and ((b and c) or (d and e)),,StrapType,single_strap,,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,,,,,,,,
Footwear,Strap Type,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Design Details,Dorsay,Done,a and b,footwear,DesignDetailsFW,dorsay,,FootwearType,"ballet_flats,flats,pumps,sandals",,,,,,,,,,,,,DesignDetailsFW,dorsay,,,,,,
Footwear,Design Details,Platform,Done,(a and b) or (c and d),,IsPlatformHeels_Shoes,Platform,,FootwearType,"Boots,Shoes",,IsPlatformHeels_Sandals,Platform,,FootwearType,Sandals,,,,,,,,,,,,,,
Footwear,Design Details,Bow,,a,,DesignDetailsFW,Bow,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Design Details,Embellished,,a,,DesignDetailsFW,Embellished,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Design Details,Fur/Feather,,a,,DesignDetailsFW,Fur,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Design Details,Sequin,,a,,DesignDetailsFW,Sequin,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Design Details,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Details,Leopard Print,Done,a,footwear,FootwearDetails,leopard_print,,,,,,,,,,,,,,,,FootwearDetails,leopard_print,,,,,,
Footwear,Details,Snakeskin,Done,a,footwear,FootwearDetails,snakeskin,,,,,,,,,,,,,,,,FootwearDetails,snakeskin,,,,,,
Footwear,Details,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Primary Pattern,Plain,,a,,FWPattern,Plain,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Primary Pattern,Print,,a,,FWPattern,Print,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Primary Pattern,Textured,,a,,FWPattern,Textured,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Primary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Secondary Pattern,Animal Print,,a and b,,FWPattern_L2,Animal,,FWPattern,Print,,,,,,,,,,,,,,,,,,,,
Footwear,Secondary Pattern,Check,,a and b,,FWPattern_L2,Check,,FWPattern,Print,,,,,,,,,,,,,,,,,,,,
Footwear,Secondary Pattern,Floral,,a and b,,FWPattern_L2,Floral,,FWPattern,Print,,,,,,,,,,,,,,,,,,,,
Footwear,Secondary Pattern,Graphic,,a and b,,FWPattern_L2,Graphic,,FWPattern,Print,,,,,,,,,,,,,,,,,,,,
Footwear,Secondary Pattern,Stripe,,a and b,,FWPattern_L2,Stripe,,FWPattern,Print,,,,,,,,,,,,,,,,,,,,
Footwear,Secondary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Base Color,Black,Done,a,footwear,FootwearColor,Black,,,,,,,,,,,,,,,,FootwearColor,Black,,,,,,
Footwear,Base Color,Blue,Done,a,footwear,FootwearColor,Blue,,,,,,,,,,,,,,,,FootwearColor,Blue,,,,,,
Footwear,Base Color,Brown,Done,a,footwear,FootwearColor,Brown,,,,,,,,,,,,,,,,FootwearColor,Brown,,,,,,
Footwear,Base Color,Green,Done,a,footwear,FootwearColor,Green,,,,,,,,,,,,,,,,FootwearColor,Green,,,,,,
Footwear,Base Color,Grey,Done,a,footwear,FootwearColor,Grey,,,,,,,,,,,,,,,,FootwearColor,Grey,,,,,,
Footwear,Base Color,Neutral,Done,a,footwear,FootwearColor,Neutral,,,,,,,,,,,,,,,,FootwearColor,Neutral,,,,,,
Footwear,Base Color,Orange,Done,a,footwear,FootwearColor,Orange,,,,,,,,,,,,,,,,FootwearColor,Orange,,,,,,
Footwear,Base Color,Pink,Done,a,footwear,FootwearColor,Pink,,,,,,,,,,,,,,,,FootwearColor,Pink,,,,,,
Footwear,Base Color,Purple,Done,a,footwear,FootwearColor,Purple,,,,,,,,,,,,,,,,FootwearColor,Purple,,,,,,
Footwear,Base Color,Red,Done,a,footwear,FootwearColor,Red,,,,,,,,,,,,,,,,FootwearColor,Red,,,,,,
Footwear,Base Color,White,Done,a,footwear,FootwearColor,White,,,,,,,,,,,,,,,,FootwearColor,White,,,,,,
Footwear,Base Color,Yellow,Done,a,footwear,FootwearColor,Yellow,,,,,,,,,,,,,,,,FootwearColor,Yellow,,,,,,
Footwear,Base Color,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Gender,Women,Done,a,footwear,Gender,women,,,,,,,,,,,,,,,,Gender,women,,,,,,
Footwear,Gender,Men,Done,a,footwear,Gender,men,,,,,,,,,,,,,,,,Gender,men,,,,,,
Sweatshirts,Neckline,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweatshirts,Sleeve Length,Sleeveless,Done,(a and b) or (c and d),,SleeveLength_Garment,Sleeveless,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Sleeveless,,,,,,,SleeveLength,sleeveless,,,,,,
Sweatshirts,Sleeve Length,Short Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,Short,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Short,,,,,,,SleeveLength,short,,,,,,
Sweatshirts,Sleeve Length,3-4th Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,3_4Th,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,3_4Th,,,,,,,SleeveLength,3_4th,,,,,,
Sweatshirts,Sleeve Length,Long Sleeve,Done,(a and b) or (c and d),,SleeveLength_Garment,Full,,Buyma_GarmentType,Garment,,Buyma_GarmentType,Model,,SleeveLength_Model,Full,,,,,,,SleeveLength,full,,,,,,
Sweatshirts,Sleeve Length,Elbow Sleeve,,a and b,,Buyma_GarmentType,Model,,SleeveLength_Model,Elbow,,,,,,,,,,,,,,,,,,,,
Sweatshirts,Sleeve Length,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweatshirts,Color Tone,Bright,Done,a and (not b),,ColorTone,Bright,,IsNeon,Neon,,,,,,,,,,,,,ColorTone,Bright,,,,,,
Sweatshirts,Color Tone,Dark,Done,a,,ColorTone,Dark,,,,,,,,,,,,,,,,ColorTone,Dark,,,,,,
Sweatshirts,Color Tone,Neutral,Done,a and (not b),,ColorTone,Neutral,,IsMetallic,Metallic,,,,,,,,,,,,,ColorTone,Neutral,,,,,,
Sweatshirts,Color Tone,Pastel,Done,a,,ColorTone,Pastel,,,,,,,,,,,,,,,,ColorTone,Pastel,,,,,,
Sweatshirts,Color Tone,Neon,Done,a and b,,IsNeon,Neon,,ColorTone,Bright,,,,,,,,,,,,,IsNeon,Neon,,,,,,
Sweatshirts,Color Tone,Metallic,Done,a and b,,IsMetallic,Metallic,,ColorTone,Neutral,,,,,,,,,,,,,IsMetallic,Metallic,,,,,,
Sweatshirts,Color Tone,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweatshirts,Style & Occasion,Day Wear,NA?,(a or b) and (not c),top,TopsTypeL1,sweatshirts,outerwear,OuterwearCategory,sweatshirts,outerwear,OuterwearSportyStripes,sporty_stripes,,,,,,,,,,,,,,,,,
Sweatshirts,Style & Occasion,Active Wear,Done,a,outerwear,OuterwearSportyStripes,sporty_stripes,,,,,,,,,,,,,,,,OuterwearSportyStripes,sporty_stripes,,,,,,
Sweatshirts,Style & Occasion,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweatshirts,Primary Pattern,Lines,Done,a,,OuterwearPatternL1,lines,,,,,,,,,,,,,,,,OuterwearPatternL1,lines,,,,,,
Sweatshirts,Primary Pattern,Plain,Done,a and ( not b),,OuterwearPatternL1,plain,outerwear,OuterwearPatternL1,"lines,print",,,,,,,,,,,,,OuterwearPatternL1,plain,,,,,,
Sweatshirts,Primary Pattern,Print,Done,a,,OuterwearPatternL1,print,,,,,,,,,,,,,,,,OuterwearPatternL1,print,,,,,,
Sweatshirts,Primary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweatshirts,Secondary Pattern,Colorblock,Done,a and b,,outerwearL2plain,color_block,,OuterwearPatternL1,plain,,,,,,,,,,,,,outerwearL2plain,color_block,,,,,,
Sweatshirts,Secondary Pattern,Solid,Done,a and b,,outerwearL2plain,solid,,OuterwearPatternL1,plain,,,,,,,,,,,,,outerwearL2plain,solid,,,,,,
Sweatshirts,Secondary Pattern,Check,Done,a and b,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,OuterwearLinesL2,checks,,,,,,
Sweatshirts,Secondary Pattern,Chevron,Done,a and b and c and (not d),,OuterwearChevron,chevron,,OuterwearPatternL1,lines,,OuterwearLinesL2,stripes,,OWL2_Winter,"puffer,quilted",,,,,,,OuterwearChevron,chevron,,,,,,
Sweatshirts,Secondary Pattern,Stripe,Done,a and b,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,,,,OuterwearLinesL2,stripes,,,,,,
Sweatshirts,Secondary Pattern,Animal Print,Done,a and b,outerwear,OuterwearPrintL2,animal_print,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,animal_print,,,,,,
Sweatshirts,Secondary Pattern,Aztec,Done,a and b,outerwear,OuterwearPrintL2,aztec,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,aztec,,,,,,
Sweatshirts,Secondary Pattern,Camouflage,Done,a and b,outerwear,OuterwearPrintL2,camouflage,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,camouflage,,,,,,
Sweatshirts,Secondary Pattern,Ethnic,Done,a and b,outerwear,OuterwearPrintL2,ethnic,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,ethnic,,,,,,
Sweatshirts,Secondary Pattern,Floral,Done,a and b,outerwear,OuterwearPrintL2,floral,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,floral,,,,,,
Sweatshirts,Secondary Pattern,Graphic,Done,a and b,outerwear,OuterwearPrintL2,graphic,outerwear,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,graphic,,,,,,
Sweatshirts,Secondary Pattern,Polka Dots,Done,a and b,,OuterwearPrintL2,polka_dots,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,polka_dots,,,,,,
Sweatshirts,Secondary Pattern,Tie and Dye,Done,a and b,,OuterwearPrintL2,tie_and_dye,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,tie_and_dye,,,,,,
Sweatshirts,Secondary Pattern,Tropical,Done,a and b,,OuterwearPrintL2,tropical,,OuterwearPatternL1,print,,,,,,,,,,,,,OuterwearPrintL2,tropical,,,,,,
Sweatshirts,Secondary Pattern,Sporty Stripes,Done,a and b,outerwear,OuterwearSportyStripes,sporty_stripes,,OuterwearPatternL1,plain,,,,,,,,,,,,,OuterwearSportyStripes,sporty_stripes,,,,,,
Sweatshirts,Secondary Pattern,Block Graphics,Done,a and b,outerwear,OuterwearBlockGraphics,block_graphic,,OuterwearPatternL1,plain,,,,,,,,,,,,,OuterwearBlockGraphics,block_graphic,,,,,,
Sweatshirts,Secondary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweatshirts,Pattern Style,Gingham Checks,Done,a and b and c,outerwear,CheckStyle,gingham,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,gingham,,,,,,
Sweatshirts,Pattern Style,Tattersall/Windowpane Checks,Done,a and b and c,outerwear,CheckStyle,windowpane,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,windowpane,,,,,,
Sweatshirts,Pattern Style,Plaid Checks,Done,a and b and c,outerwear,CheckStyle,plaid,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,plaid,,,,,,
Sweatshirts,Pattern Style,Plain Checks,Done,a and b and c,outerwear,CheckStyle,regular,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,regular,,,,,,
Sweatshirts,Pattern Style,Argyle,Done,a and b and c,outerwear,CheckStyle,argyle,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,argyle,,,,,,
Sweatshirts,Pattern Style,Houndstooth,Done,a and b and c,outerwear,CheckStyle,houndstooth,outerwear,OuterwearLinesL2,checks,outerwear,OuterwearPatternL1,lines,,,,,,,,,,CheckStyle,houndstooth,,,,,,
Sweatshirts,Pattern Style,Candy Stripes,Done,a and b and c,outerwear,isCandy,candy,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,isCandy,candy,,,,,,
Sweatshirts,Pattern Style,Pin/Pencil Stripes,Done,a and b and c,outerwear,StripeStyle,thin,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,thin,,,,,,
Sweatshirts,Pattern Style,Bengal/Awning Stripes,Done,a and b and c,outerwear,StripeStyle,bengal,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,bengal,,,,,,
Sweatshirts,Pattern Style,Barcode Stripes,Done,a and b and c,outerwear,StripeStyle,barcode,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,barcode,,,,,,
Sweatshirts,Pattern Style,Broad Stripes,Done,a and b and c,outerwear,StripeStyle,broad,outerwear,OuterwearLinesL2,stripes,outerwear,OuterwearPatternL1,lines,,,,,,,,,,StripeStyle,broad,,,,,,
Sweatshirts,Pattern Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Neckline,Boatneck Bateau,Done,a and b,top,NecklineL1_Classifier,Round_Neck,,NecklineL2,boatneck,,,,,,,,,,,,,NecklineL2,boatneck,NecklineL1,round_neck,,,,
Sweaters,Neckline,Collared,Done,a,top,NecklineL1_Classifier,Collared,,,,,,,,,,,,,,,,NecklineL1,collared,,,,,,
Sweaters,Neckline,Cowl,Done,a,top,NecklineL1_Classifier,Cowl,,,,,,,,,,,,,,,,NecklineL1,cowl,,,,,,
Sweaters,Neckline,Crewneck,Done,a and b,top,NecklineL1_Classifier,Round_Neck,,NecklineL2,crew_neck,,,,,,,,,,,,,NecklineL2,crew_neck,NecklineL1,round_neck,,,,
Sweaters,Neckline,Highneck,Done,a,top,NecklineL1_Classifier,High_Neck,,,,,,,,,,,,,,,,NecklineL1,highneck,,,,,,
Sweaters,Neckline,Hooded,Done,a,top,NecklineL1_Classifier,Hooded,,,,,,,,,,,,,,,,NecklineL1,hooded,,,,,,
Sweaters,Neckline,Off Shoulder,Done,a,top,NecklineL1_Classifier,Off_Shoulder,,,,,,,,,,,,,,,,NecklineL1,off_shoulder,,,,,,
Sweaters,Neckline,One Shoulder,Done,a,top,NecklineL1_Classifier,One_Shoulder,,,,,,,,,,,,,,,,NecklineL1,one_shoulder,,,,,,
Sweaters,Neckline,Plunge Neck,Done,a and b,top,NecklineL1_Classifier,V_Neck,,PlungeNeckline,Plunge,,,,,,,,,,,,,PlungeNeckline,Plunge,NecklineL1,v_neck,,,,
Sweaters,Neckline,Scoop Neck,Done,a and b,top,NecklineL1_Classifier,Round_Neck,,NecklineL2,scoop_neck,,,,,,,,,,,,,NecklineL2,scoop_neck,NecklineL1,round_neck,,,,
Sweaters,Neckline,Square Neck,Done,a,top,NecklineL1_Classifier,Square_Neck,,,,,,,,,,,,,,,,NecklineL1,square_neck,,,,,,
Sweaters,Neckline,Strapless,Done,a,top,NecklineL1_Classifier,Strapless,,,,,,,,,,,,,,,,NecklineL1,strapless,,,,,,
Sweaters,Neckline,Sweetheart Neck,Done,a and b,top,NecklineL1_Classifier,"V_Neck,Strapless",,SweetheartNeckline,Sweetheart,,,,,,,,,,,,,SweetheartNeckline,Sweetheart,NecklineL1,"v_neck, strapless",,,,
Sweaters,Neckline,V Neck,Done,a,top,NecklineL1_Classifier,V_Neck,,,,,,,,,,,,,,,,NecklineL1,v_neck,,,,,,
Sweaters,Neckline,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweaters,Neckline Detail,Keyhole,Done,a,,NecklineDetails,Keyhole,,,,,,,,,,,,,,,,NecklineDetails,Keyhole,,,,,,
Sweaters,Neckline Detail,Quarter Zip,Done,a,,NecklineDetails,Quarter_zip,,,,,,,,,,,,,,,,NecklineDetails,Quarter_zip,,,,,,
Sweaters,Neckline Detail,Mock Neck,Done,a and b,,NecklineL1_Classifier,High_Neck,,IsMockNeck,mock_neck,,,,,,,,,,,,,IsMockNeck,mock_neck,,,,,,
Sweaters,Neckline Detail,Turtle Neck,Done,a and b and (not c),,NecklineL1_Classifier,High_Neck,,IsTurtleNeck,turtleneck,,IsMockNeck,mock_neck,,,,,,,,,,IsTurtleNeck,turtleneck,,,,,,
Sweaters,Neckline Detail,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweatshirts,Gender,Women,Done,a,,Gender,women,,,,,,,,,,,,,,,,Gender,women,,,,,,
Sweatshirts,Gender,Men,Done,a,,Gender,men,,,,,,,,,,,,,,,,Gender,men,,,,,,
Sweatshirts,Features,Glossy Finish,Done,a,,OuterwearFeatures,glossy,,,,,,,,,,,,,,,,OuterwearFeatures,glossy,,,,,,
Sweatshirts,Features,Metallic Finish,Done,a,,OuterwearFeatures,metallic,,,,,,,,,,,,,,,,OuterwearFeatures,metallic,,,,,,
Sweatshirts,Features,Neon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweatshirts,Features,Sequin,Done,a,,OuterwearFeatures,sequin,,,,,,,,,,,,,,,,OuterwearFeatures,sequin,,,,,,
Sweatshirts,Features,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweatshirts,Design Details,Crisscross / Lace Up,Done,a,,DesignDetailsUW,crisscross_lace-up,,,,,,,,,,,,,,,,DesignDetailsUW,crisscross_lace-up,,,,,,
Sweatshirts,Design Details,Cutout,Done,a,,DesignDetailsUW,cutout,,,,,,,,,,,,,,,,DesignDetailsUW,cutout,,,,,,
Sweatshirts,Design Details,Frills / Ruffle,Done,a,,DesignDetailsUW,frills_ruffle,,,,,,,,,,,,,,,,DesignDetailsUW,frills_ruffle,,,,,,
Sweatshirts,Design Details,Fringes,Done,a,,DesignDetailsUW,fringes,,,,,,,,,,,,,,,,DesignDetailsUW,fringes,,,,,,
Sweatshirts,Design Details,Fur Details,Done,a,,DesignDetailsUW,fur,,,,,,,,,,,,,,,,DesignDetailsUW,fur,,,,,,
Sweatshirts,Design Details,Knot,Done,a,,DesignDetailsUW,knot,,,,,,,,,,,,,,,,DesignDetailsUW,knot,,,,,,
Sweatshirts,Design Details,Lace Details,Done,a,,DesignDetailsUW,lace,,,,,,,,,,,,,,,,DesignDetailsUW,lace,,,,,,
Sweatshirts,Design Details,Pompoms / Tassels,Done,a,,DesignDetailsUW,pompoms_tassels,,,,,,,,,,,,,,,,DesignDetailsUW,pompoms_tassels,,,,,,
